2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.357 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f6dc5cf3ddabf445c9867931a2a59b18-a107a5d7bc9c3710-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000487","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.376 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 20ms | Usuario: Anonymous | TraceId: 00-3fc501ef02c6323fa543e001ffcdb4d5-2cb51932e3f0493f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000481","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.397 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 39ms | Usuario: Anonymous | TraceId: 00-57536290821b84767defd006ff58948f-7f194dcd81753251-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000483","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.400 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 43ms | Usuario: Anonymous | TraceId: 00-a0ae3a487ec74c5bf95cc48b9430edc0-ee37ab74423445fb-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000485","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.407 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 49ms | Usuario: Anonymous | TraceId: 00-f6dc5cf3ddabf445c9867931a2a59b18-a107a5d7bc9c3710-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000487","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.415 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ad163ece674eba2d47fe16a55c338559-95fbefcb40283991-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000489","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.421 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-85019a9e5b47de949069b6d617a8dafd-b0db641bc8af32f6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048B","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.434 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-328c3769c5248101d6ff0cebccd89770-4267cce7d6c1dec4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048F","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.427 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f0282df1523062ec0b478d21d1d60ce7-285e53f947e757b6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048D","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.439 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 23ms | Usuario: Anonymous | TraceId: 00-ad163ece674eba2d47fe16a55c338559-95fbefcb40283991-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000489","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.443 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 21ms | Usuario: Anonymous | TraceId: 00-85019a9e5b47de949069b6d617a8dafd-b0db641bc8af32f6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048B","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.455 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 21ms | Usuario: Anonymous | TraceId: 00-328c3769c5248101d6ff0cebccd89770-4267cce7d6c1dec4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048F","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:46.458 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 30ms | Usuario: Anonymous | TraceId: 00-f0282df1523062ec0b478d21d1d60ce7-285e53f947e757b6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000048D","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:49.068 -05:00 [INF] ==> GET /uploads/empresa_1/entidad_2/1/tipo_4/440272159f2949f98477dd4549d355bf.webp | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-11c75794ed16720c92405d85744a0af4-7fab83b99744c0e2-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50H:00000001","RequestPath":"/uploads/empresa_1/entidad_2/1/tipo_4/440272159f2949f98477dd4549d355bf.webp","ConnectionId":"0HNMATQIFG50H","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:49.097 -05:00 [INF] <== GET /uploads/empresa_1/entidad_2/1/tipo_4/440272159f2949f98477dd4549d355bf.webp | Status: 200 | Duración: 29ms | Usuario: Anonymous | TraceId: 00-11c75794ed16720c92405d85744a0af4-7fab83b99744c0e2-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50H:00000001","RequestPath":"/uploads/empresa_1/entidad_2/1/tipo_4/440272159f2949f98477dd4549d355bf.webp","ConnectionId":"0HNMATQIFG50H","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.222 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-9c8ab709e4693650ee860228c737a0d6-c5f5eb6c8622a21e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000491","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.223 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-e8fb4b4aabf5d0d9285b250102b08f2f-045c2f34ff90394b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000493","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.223 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-4490203ca4b333bd042b7ae30ea6369c-bacbcb7d3362a0ff-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000495","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.223 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-6ab00636ed48358311a6bd779c97a3f8-28f764f775048cca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000497","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.245 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 22ms | Usuario: Anonymous | TraceId: 00-9c8ab709e4693650ee860228c737a0d6-c5f5eb6c8622a21e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000491","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.256 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 33ms | Usuario: Anonymous | TraceId: 00-e8fb4b4aabf5d0d9285b250102b08f2f-045c2f34ff90394b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000493","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.261 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 37ms | Usuario: Anonymous | TraceId: 00-4490203ca4b333bd042b7ae30ea6369c-bacbcb7d3362a0ff-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000495","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.268 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 45ms | Usuario: Anonymous | TraceId: 00-6ab00636ed48358311a6bd779c97a3f8-28f764f775048cca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000497","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.276 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-5173cfe2807f81c79376fb54fa5f34d2-ac82e7b04cbd6aa9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000499","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.281 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-7e6e9117a9b9ba913af6fb70fdb12293-ba7c7e88644f986a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049B","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.286 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ff665bb2151b71c68b2556b4616a3280-fdd3dad3eaee4abb-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049D","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.297 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 21ms | Usuario: Anonymous | TraceId: 00-5173cfe2807f81c79376fb54fa5f34d2-ac82e7b04cbd6aa9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000499","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.293 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-22012edddf776b6d420d0ab24bec366f-02ea55556673c6de-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049F","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.304 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 23ms | Usuario: Anonymous | TraceId: 00-7e6e9117a9b9ba913af6fb70fdb12293-ba7c7e88644f986a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049B","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.310 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 24ms | Usuario: Anonymous | TraceId: 00-ff665bb2151b71c68b2556b4616a3280-fdd3dad3eaee4abb-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049D","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.349 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 55ms | Usuario: Anonymous | TraceId: 00-22012edddf776b6d420d0ab24bec366f-02ea55556673c6de-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000049F","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.399 -05:00 [INF] ==> GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-84d841b04a9a4d35bd31d4c9ac4e1b11-c6e379dfd720cc61-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50G:00000001","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMATQIFG50G","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:43:59.407 -05:00 [WRN] <== GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Status: 404 | Duración: 7ms | Usuario: Anonymous | TraceId: 00-84d841b04a9a4d35bd31d4c9ac4e1b11-c6e379dfd720cc61-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50G:00000001","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMATQIFG50G","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.128 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-751ae3f5a95ec2157380815371605c1b-b74043e6468726a5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A1","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.129 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-4e324ded0cd147b1a967212d8c6c3780-359af83406feb3e8-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A3","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.129 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-4a2071be2ae844c810d344c2a6f3f655-3701fb171d308cae-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A5","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.129 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b655c85e658e5e55e870cdadd23d977b-3fb8423640a996db-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A7","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.148 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 19ms | Usuario: Anonymous | TraceId: 00-751ae3f5a95ec2157380815371605c1b-b74043e6468726a5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A1","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.162 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 33ms | Usuario: Anonymous | TraceId: 00-4e324ded0cd147b1a967212d8c6c3780-359af83406feb3e8-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A3","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.170 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 41ms | Usuario: Anonymous | TraceId: 00-4a2071be2ae844c810d344c2a6f3f655-3701fb171d308cae-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A5","RequestPath":"/maestro/red-social","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.176 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-b655c85e658e5e55e870cdadd23d977b-3fb8423640a996db-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A7","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.214 -05:00 [INF] ==> GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ba42df74565f34264e1271e02399123c-fd567fa47e1a9828-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50G:00000003","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMATQIFG50G","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:02.238 -05:00 [WRN] <== GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Status: 404 | Duración: 23ms | Usuario: Anonymous | TraceId: 00-ba42df74565f34264e1271e02399123c-fd567fa47e1a9828-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50G:00000003","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMATQIFG50G","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:44:07.266 -05:00 [INF] ==> OPTIONS /seguridad/empresa | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-83655ea820e6293fe39accbb7d9e56f9-293c775f04c5d46e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:000004A9","RequestPath":"/seguridad/empresa","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
